4.714855883642576373e+02,8.857634051864559765e+00
4.426229702588789223e+02,7.445787165429399224e+00
4.654256194778336067e+02,8.811874644298278270e+00
4.739355577540518425e+02,8.526409003278967447e+00
4.474292743253135995e+02,9.431037259464385869e+00
4.496060621609940426e+02,8.967693756303626529e+00
4.398776634588448360e+02,1.092144565838889392e+01
4.514517034659329511e+02,8.128542089920264502e+00
4.397995780503697461e+02,8.836871479625211023e+00
4.732844619140578288e+02,9.861258821036207323e+00
4.660855919007426564e+02,8.902354349637098707e+00
4.359177185156677297e+02,9.448158962025749119e+00
4.675178432654138305e+02,9.142261365865136824e+00
4.428357419261610630e+02,7.960761370902068812e+00
4.431639848283630272e+02,8.629753272240545670e+00
4.770213386843643093e+02,8.866192721582198288e+00
4.356176222014655650e+02,1.007483166266480978e+01
4.516148137580275943e+02,9.455304568982038305e+00
4.402799999999551801e+02,8.853428018346523487e+00
4.577842482861433382e+02,9.668836852472445287e+00
4.379430135541679192e+02,9.567865950036624767e+00
4.759993210649026878e+02,8.505809190813291565e+00
4.829749271166183462e+02,8.209653032235197045e+00
4.356780764359591558e+02,9.575803026283061570e+00
4.345764763931692869e+02,9.071872038715111941e+00
4.514129394548617711e+02,8.445394889272318295e+00
4.822280203251684725e+02,9.579790869952132581e+00
4.336845440479373792e+02,9.293914521668188655e+00
4.439170773934420140e+02,8.507315823427482826e+00
4.640755518406276678e+02,7.348282389678096216e+00
4.404844089590733347e+02,9.597435627570963135e+00
4.536190147912966495e+02,8.562806233668428746e+00
4.430357431547363376e+02,9.745537652624930658e+00
4.356849629602220375e+02,9.378896315257788885e+00
4.412028053679350705e+02,8.865930462034214088e+00
4.382640639772416762e+02,8.790638929436981996e+00
4.554980886529865529e+02,9.277940321316513916e+00
4.770143443214983563e+02,8.792298471233777946e+00
4.327586484949497390e+02,9.833048861831873211e+00
4.756922692378720967e+02,8.308964221465734212e+00
4.421934045329617220e+02,9.089760332908806362e+00
4.506170170537843660e+02,8.068273323369938410e+00
4.304671939382496930e+02,9.878000268445942922e+00
4.847285484397179971e+02,8.622059686877099338e+00
4.527422220314692822e+02,8.477793395630916606e+00
4.471335913776129019e+02,8.161840130326135423e+00
4.754760899857483309e+02,8.956140315195273871e+00
4.472856181342049240e+02,9.025056010977319687e+00
4.593699144960355625e+02,8.486201099543187354e+00
4.421175602573966898e+02,8.679545584880694165e+00
4.453517615360015043e+02,7.432849312318280610e+00
4.782751843524529249e+02,8.868303588074647692e+00
4.327919187688839884e+02,8.624395405806271953e+00
4.871235188961491076e+02,8.269152188073512377e+00
4.358537661462614778e+02,9.712522341384792313e+00
4.785996625749612576e+02,9.325503561978321088e+00
4.689301577519217972e+02,9.187296552067317990e+00
4.400453041422442766e+02,9.811743721449943223e+00
4.424021827304968610e+02,7.529858657591632642e+00
4.580768910921706265e+02,9.586706238479829167e+00
4.340693824450463580e+02,9.361874173076154548e+00
4.378443503591497574e+02,9.491793350960445963e+00
4.427702416383563104e+02,9.651532352974490081e+00
